chunk_id,file_name,chunk_index,content_preview,relevance_cxo,relevance_technical-fellows,relevance_architect,relevance_product,relevance_business,relevance_r-and-d
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Hazard_Analysis.md_4,TEST_Hazard_Analysis.md,4,"## 4. 対応状況サマリー

| 対策状況 | 件数 | ハザードID |
|----------|------|------------|
| 対策実施済 | 3件 | **H-101**, **H-102**, **H-103** |
| 対策検討中 | 1件 | **H-104** |
| 監視中 | 1件 | **H-105** |

**ハザード総数:** 5件  
**対策完了率:** 60%

## 5. 推奨事項

1. **H-104**（演算エラー）の対策を早期に実施すること
2. **H-105**（通信途絶）のシールド強化を検討すること
3. 次回レビューまでに残存リスクの再評価を実施すること",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Project_Status.md_1,TEST_Project_Status.md,1,"## 2. 進捗状況

| 項目 | 値 |
|------|-----|
| 全体進捗率 | 78% |
| 計画進捗率 | 83% |
| 差異 | -5% |

**フェーズ別進捗:**

| フェーズ | 進捗率 | 状況 |
|----------|--------|------|
| 要件定義 | 100% | 完了 |
| 基本設計 | 100% | 完了 |
| 詳細設計 | 100% | 完了 |
| 実装 | 95% | 残作業あり |
| 単体テスト | 85% | - |
| 統合テスト | 70% | - |
| システムテスト | 60% | - |

**遅延要因:**
1. TR-103（自己診断テスト）の不合格による再テスト
2. テスト環境の準備遅れ（TR-105）",3,1,1,1,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Project_Status.md_2,TEST_Project_Status.md,2,"## 3. マイルストーン状況

**完了マイルストーン:**
- MS1: 要件定義完了 (2025-10-31) ✓
- MS2: 設計完了 (2025-12-15) ✓
- MS3: 実装完了 (2026-01-31) ✓

**残マイルストーン:**
- MS4: 検証完了 (2026-02-28) → 予定通り
- MS5: リリース (2026-03-31) → 予定通り

**マイルストーン達成率:** 60% (3/5)

## 4. 予算状況

| 項目 | 金額/値 |
|------|---------|
| 総予算 | 50,000千円 |
| 消化額 | 41,000千円 |
| 消化率 | 82% |
| 計画消化率 | 79% |
| 差異 | +3% (超過傾向) |

**費目別:**

| 費目 | 金額 | 計画比 |
|------|------|--------|
| 人件費 | 32,000千円 | +5% |
| 設備費 | 5,000千円 | 計画通り |
| 外注費 | 3,000千円 | -2% |
| その他 | 1,000千円 | 計画通り |

**超過要因:**
- 再テストに伴う追加工数発生
- 一部メンバーの残業増加",3,1,1,1,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Project_Status.md_3,TEST_Project_Status.md,3,"## 5. 課題・リスク

**オープン課題数:** 12件
- High: 3件
- Medium: 5件
- Low: 4件

**主要課題:**

| 優先度 | 課題 | 担当 | 期限 |
|--------|------|------|------|
| High | TR-103再テスト対応 | QAチーム | 2026-02-15 |
| High | テスト環境準備 | インフラチーム | 2026-02-10 |
| High | リソース調整 | PM | 2026-02-05 |

**クローズ済み課題:** 8件 (今月)

## 6. 品質指標

| 指標 | 実績 | 目標 | 状況 |
|------|------|------|------|
| テスト合格率 | 75% | 95% | - |
| 不具合密度 | 0.8件/KLOC | 1.0件/KLOC以下 | ✓ |
| コードカバレッジ | 78% | 80% | - |

**品質ステータス:** 黄（テスト合格率の改善が必要）",3,1,1,1,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Project_Status.md_4,TEST_Project_Status.md,4,"## 7. 来月の計画

**2026年2月の主要タスク:**
1. TR-103是正・再テスト完了
2. TR-105実行・完了
3. 残りの統合テスト完了
4. MS4（検証完了）達成

**必要リソース:**
- QAエンジニア: 2名追加（一時的）
- テスト環境: 追加1セット

## 8. 承認

| 役割 | 担当者 |
|------|--------|
| 作成 | プロジェクトマネージャー 渡辺 |
| レビュー | 品質管理 山本 |
| 承認 | 部門長 加藤 |

**次回報告:** 2026年3月1日",3,1,1,1,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Project_Status.md_5,TEST_Project_Status.md,0,"# プロジェクト状況レポート（Project Status Report）

**文書ID:** PSR-TEST-001  
**作成日:** 2026-02-01  
**報告期間:** 2026年1月  
**作成者:** プロジェクトマネージャー 渡辺

## 1. エグゼクティブサマリー

| 項目 | 内容 |
|------|------|
| プロジェクト名 | 安全制御システム開発プロジェクト |
| フェーズ | 実装・検証フェーズ |
| 全体進捗 | 78% （計画比 -5%） |
| 予算消化率 | 82% （計画比 +3%） |
| 総合ステータス | 黄（注意） |

**主要課題:**
- 一部テストケースの不合格による再テスト発生
- リソース不足による軽微な遅延",3,1,1,1,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Risk_Summary.md_1,TEST_Risk_Summary.md,1,"### **R-102**: 通信遅延によるタイムアウト

| 項目 | 内容 |
|------|------|
| 影響度 | Medium |
| 発生確率 | High |
| 優先度 | P2 |
| 対策状況 | 対策完了 |
| 担当 | 鈴木 |
| 詳細 | ネットワーク負荷時に通信遅延が発生し、タイムアウトエラーとなる。タイムアウト値の最適化とリトライ機構の実装により対策完了。 |

### **R-103**: 電源異常による停止

| 項目 | 内容 |
|------|------|
| 影響度 | High |
| 発生確率 | Low |
| 優先度 | P2 |
| 対策状況 | 対策完了 |
| 担当 | 佐藤 |
| 詳細 | 電源の瞬断や電圧変動によりシステムが予期せず停止する。UPS導入と電源監視機能の実装により対策完了。 |",3,1,1,2,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Risk_Summary.md_10,TEST_Risk_Summary.md,0,"# リスクサマリー（Risk Summary）

**文書ID:** RS-TEST-001  
**作成日:** 2026-01-10  
**対象期間:** 2026-Q1  
**作成者:** プロジェクト管理チーム

## 1. リスク一覧

### **R-101**: センサー故障による誤検知

| 項目 | 内容 |
|------|------|
| 影響度 | High |
| 発生確率 | Medium |
| 優先度 | P1 |
| 対策状況 | 対策実施中 |
| 担当 | 田中 |
| 詳細 | メインセンサーの故障時に誤った検知信号を出力する可能性がある。冗長センサーの追加により対策を実施中。完了予定は2026年2月末。 |",3,1,1,2,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Risk_Summary.md_2,TEST_Risk_Summary.md,2,"### **R-104**: ソフトウェアバグによる誤動作

| 項目 | 内容 |
|------|------|
| 影響度 | Medium |
| 発生確率 | Medium |
| 優先度 | P3 |
| 対策状況 | 対策計画中 |
| 担当 | 山田 |
| 詳細 | 未発見のソフトウェアバグにより誤動作が発生する可能性。静的解析ツール導入とコードレビュー強化を計画中。 |

### **R-105**: 外部干渉による通信障害

| 項目 | 内容 |
|------|------|
| 影響度 | Low |
| 発生確率 | Medium |
| 優先度 | P3 |
| 対策状況 | 対策未着手 |
| 担当 | 伊藤 |
| 詳細 | 外部からの電磁干渉により通信が一時的に途絶する可能性。シールド強化を検討中だが、着手には至っていない。 |",3,1,1,2,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Risk_Summary.md_3,TEST_Risk_Summary.md,3,"## 2. リスク統計

**総リスク数:** 5件

**優先度別:**

| 優先度 | 件数 |
|--------|------|
| P1 | 1件 |
| P2 | 2件 |
| P3 | 2件 |

**対策状況別:**

| 状況 | 件数 | リスクID |
|------|------|----------|
| 対策完了 | 2件 | **R-102**, **R-103** |
| 対策実施中 | 1件 | **R-101** |
| 対策計画中 | 1件 | **R-104** |
| 対策未着手 | 1件 | **R-105** |

**影響度別:**

| 影響度 | 件数 | リスクID |
|--------|------|----------|
| High | 2件 | **R-101**, **R-103** |
| Medium | 2件 | **R-102**, **R-104** |
| Low | 1件 | **R-105** |",3,1,1,2,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Risk_Summary.md_4,TEST_Risk_Summary.md,4,"## 3. 今後の対応予定

**2026年2月:**
- **R-101**の対策完了予定

**2026年3月:**
- **R-104**の静的解析ツール導入
- **R-105**の対策検討開始",3,1,1,2,3,1
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Safety_Requirements.md_1,TEST_Safety_Requirements.md,1,"### **SR-102**: フェールセーフ動作

| 項目 | 内容 |
|------|------|
| ASIL | ASIL-B |
| カテゴリ | 機能安全 |
| 説明 | 単一故障発生時にシステムが安全側に動作すること。センサー故障、通信途絶、電源異常を対象とする。 |
| 検証方法 | 統合テスト |
| 検証状況 | 検証完了 |
| 関連ハザード | **H-101**, **H-102**, **H-103** |
| 備考 | フォールトインジェクションテストにより3回検証実施。 |

### **SR-103**: 自己診断機能

| 項目 | 内容 |
|------|------|
| ASIL | ASIL-B |
| カテゴリ | 診断 |
| 説明 | システム起動時および定期的（10分間隔）に自己診断を実行し、異常を検出した場合はオペレータに通知する。 |
| 検証方法 | 単体テスト |
| 検証状況 | 検証中 |
| 関連ハザード | **H-104** |
| 備考 | 診断項目15件中12件の検証完了。残り3件は2026年2月検証予定。 |",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Safety_Requirements.md_15,TEST_Safety_Requirements.md,0,"# 安全要件仕様書（Safety Requirements Specification）

**文書ID:** SRS-TEST-001  
**作成日:** 2026-01-05  
**バージョン:** 1.2  
**作成者:** 安全設計チーム  
**準拠規格:** ISO 26262

## 1. 安全要件一覧

### **SR-101**: 緊急停止機能

| 項目 | 内容 |
|------|------|
| ASIL | ASIL-C |
| カテゴリ | 機能安全 |
| 説明 | 異常検知時に500ms以内にシステムを安全状態に停止させる機能。オペレータによる手動停止と自動停止の両方をサポート。 |
| 検証方法 | システムテスト |
| 検証状況 | 検証完了 |
| 関連ハザード | **H-101**, **H-103** |
| 備考 | 全20シナリオで検証完了。応答時間は平均320ms。 |",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Safety_Requirements.md_2,TEST_Safety_Requirements.md,2,"### **SR-104**: 冗長化設計

| 項目 | 内容 |
|------|------|
| ASIL | ASIL-A |
| カテゴリ | アーキテクチャ |
| 説明 | 主要コンポーネント（センサー、制御ユニット、通信モジュール）を二重化し、一方の故障時も動作を継続可能とする。 |
| 検証方法 | 設計レビュー |
| 検証状況 | 検証完了 |
| 関連ハザード | **H-101**, **H-102**, **H-105** |
| 備考 | 設計レビュー2回実施。指摘事項3件はすべて対応済み。 |

### **SR-105**: 異常検知機能

| 項目 | 内容 |
|------|------|
| ASIL | ASIL-C |
| カテゴリ | 診断 |
| 説明 | センサー値の異常（範囲外、急変、固着）を検知し、100ms以内に警告を発出する機能。 |
| 検証方法 | システムテスト |
| 検証状況 | 検証中 |
| 関連ハザード | **H-101**, **H-104** |
| 備考 | 異常パターン8種類のうち5種類の検証完了。残り3種類は検証中。 |",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Safety_Requirements.md_3,TEST_Safety_Requirements.md,3,"## 2. ASIL分類サマリー

| ASIL | 件数 | 要件ID |
|------|------|--------|
| ASIL-C | 2件 | **SR-101**, **SR-105** |
| ASIL-B | 2件 | **SR-102**, **SR-103** |
| ASIL-A | 1件 | **SR-104** |
| ASIL-D | 0件 | - |

## 3. 検証状況サマリー

| 状況 | 件数 | 要件ID |
|------|------|--------|
| 検証完了 | 3件 | **SR-101**, **SR-102**, **SR-104** |
| 検証中 | 2件 | **SR-103**, **SR-105** |
| 未着手 | 0件 | - |

**検証完了率:** 60% (3/5)",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Safety_Requirements.md_4,TEST_Safety_Requirements.md,4,"## 4. トレーサビリティ

| 安全要件 | 関連ハザード | 関連リスク |
|----------|--------------|------------|
| **SR-101** | **H-101**, **H-103** | **R-101**, **R-103** |
| **SR-102** | **H-101**, **H-102**, **H-103** | **R-101**, **R-102**, **R-103** |
| **SR-103** | **H-104** | **R-104** |
| **SR-104** | **H-101**, **H-102**, **H-105** | **R-101**, **R-102**, **R-105** |
| **SR-105** | **H-101**, **H-104** | **R-101**, **R-104** |",2,3,3,3,2,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Verification_Results.md_1,TEST_Verification_Results.md,1,"### TR-102: フェールセーフテスト

| 項目 | 内容 |
|------|------|
| テストケース | TC-102: フェールセーフテスト |
| 対象要件 | **SR-102** |
| テスト種別 | 統合テスト |
| 結果 | PASS |
| 実行日 | 2026-01-20 |
| 実行者 | QAチーム 中村 |
| 実行回数 | 3回 |
| 備考 | フォールトインジェクションにより検証: センサー故障シミュレーション(PASS)、通信途絶シミュレーション(PASS)、電源異常シミュレーション(PASS) |

### TR-103: 自己診断テスト

| 項目 | 内容 |
|------|------|
| テストケース | TC-103: 自己診断テスト |
| 対象要件 | **SR-103** |
| テスト種別 | 単体テスト |
| 結果 | FAIL |
| 実行日 | 2026-01-25 |
| 実行者 | QAチーム 小林 |
| 実行回数 | 1回 |
| 備考 | 診断項目15件中12件はPASS。不合格項目: メモリチェック(タイムアウト発生)、通信診断(一部ポートで応答なし)、ログ出力(フォーマット不正)。再テスト予定: 2026年2月15日 |",1,3,2,3,1,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Verification_Results.md_2,TEST_Verification_Results.md,2,"### TR-104: 冗長化テスト

| 項目 | 内容 |
|------|------|
| テストケース | TC-104: 冗長化テスト |
| 対象要件 | **SR-104** |
| テスト種別 | 統合テスト |
| 結果 | PASS |
| 実行日 | 2026-02-01 |
| 実行者 | QAチーム 高橋 |
| 実行回数 | 2回 |
| 備考 | 冗長系への切り替えを検証: プライマリ→セカンダリ切替(200ms以内で完了)、セカンダリ→プライマリ復帰(正常動作確認)。全項目PASS。 |

### TR-105: 異常検知テスト

| 項目 | 内容 |
|------|------|
| テストケース | TC-105: 異常検知テスト |
| 対象要件 | **SR-105** |
| テスト種別 | システムテスト |
| 結果 | PENDING |
| 実行日 | ― |
| 実行者 | ― |
| 実行回数 | 0回 |
| 備考 | 未実施。実行予定: 2026年2月20日。テスト環境の準備完了待ち。 |",1,3,2,3,1,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Verification_Results.md_20,TEST_Verification_Results.md,0,"# 検証結果サマリー（Verification Results Summary）

**文書ID:** VRS-TEST-001  
**作成日:** 2026-02-05  
**対象期間:** 2026年1月〜2月  
**作成者:** QAチーム

## 1. テスト結果一覧

### TR-101: 緊急停止テスト

| 項目 | 内容 |
|------|------|
| テストケース | TC-101: 緊急停止テスト |
| 対象要件 | **SR-101** |
| テスト種別 | システムテスト |
| 結果 | PASS |
| 実行日 | 2026-01-15 |
| 実行者 | QAチーム 高橋 |
| 実行回数 | 3回 |
| 備考 | 全20シナリオで合格。応答時間は平均320ms、最大450ms。目標の500ms以内を達成。 |",1,3,2,3,1,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Verification_Results.md_3,TEST_Verification_Results.md,3,"## 2. テスト結果サマリー

| 結果 | 件数 | テストID |
|------|------|----------|
| PASS | 3件 | TR-101, TR-102, TR-104 |
| FAIL | 1件 | TR-103 |
| PENDING | 1件 | TR-105 |

**合格率:** 75% (3/4) ※PENDING除く  
**実行率:** 80% (4/5)

## 3. 不合格項目の詳細

### TR-103: 自己診断テスト

**不合格理由:**
1. メモリチェック診断がタイムアウト（原因: 診断対象メモリ領域の拡大）
2. 通信診断で一部ポート（Port 8080, 8443）の応答なし
3. ログ出力のタイムスタンプフォーマットが仕様と不一致

**是正措置:**
1. メモリチェックのタイムアウト値を調整（30秒→60秒）
2. ポート監視の設定を修正
3. ログフォーマットを仕様に合わせて修正

**是正完了予定:** 2026年2月10日  
**再テスト予定:** 2026年2月15日",1,3,2,3,1,3
8714aa18-e041-70fb-8d68-e4feabf66bdd_TEST_Verification_Results.md_4,TEST_Verification_Results.md,4,"## 4. カバレッジ情報

| 項目 | 値 |
|------|-----|
| 要件カバレッジ | 80% (4/5要件をテスト実行) |
| コードカバレッジ | 78% |
| ライン | 78% |
| ブランチ | 72% |
| 関数 | 85% |

## 5. 今後の予定

| 日付 | 予定 |
|------|------|
| 2026年2月10日 | TR-103是正完了 |
| 2026年2月15日 | TR-103再テスト |
| 2026年2月20日 | TR-105実行 |
| 2026年2月末 | 全テスト完了目標 |",1,3,2,3,1,3
